cell_id,mission_id,cycle_instance_id,raw_cycle_number,chg_total_dur_s,chg_cc_dur_s,chg_cv_dur_s,chg_energy_Wh,chg_cc_energy_Wh,chg_cv_energy_Wh,chg_cv_fraction,cv_setpoint_V,chg_mean_I_A,chg_mean_C_rate,chg_max_C_rate,chg_cv_mean_I_A_proxy,dis_total_dur_s,dis_flight_Wh_abs,dis_mean_C_rate,dis_mean_C_rate_med,dis_max_C_rate,dis_max_C_rate_p90,dis_vi_R_ohm_med,dis_vi_R_ohm_p90,temp_mean_C,temp_mean_C_med,temp_max_C_max,temp_th_gain_med,temp_th_gain_max,temp_slope_med,gap_count,q0_ah_audit,chg_cum_Wh,dis_cum_Wh,SOH_end_pct,RUL90_event_mission,RUL90_observed,RUL90_missions,RUL85_event_mission,RUL85_observed,RUL85_missions,RUL80_event_mission,RUL80_observed,RUL80_missions,SOH_m_plus_5_pct,SOH_drop_5_pct
VAH01,11,11,10,3100.102155908404,1447.8300728134054,1652.2720830949984,6.74493387443815,4.806082809173824,1.9388510652643256,0.5329734311967675,4.2,1.9421438892523364,0.6286601990960288,0.9685750887203496,1.0058103375699206,979.9380492824712,6.262783021769359,2.066967788917083,4.7401243065289576,5.683664129401274,5.509116965276329,-0.16930007043709303,-0.11992211546232581,31.518783091450217,29.24197162,45.200565,0.0003323093389195594,0.0014550824550929554,0.002026353695590985,0,3.089338074917116,79.34040103395574,68.89297031785708,99.36242417794215,322,True,311.0,638,True,627.0,,False,,99.07261698609767,0.28980719184447423
VAH01,12,12,11,3198.2581608447945,1453.1780730822938,1745.0800877625006,6.772313519544488,4.82320635599934,1.9491071635451473,0.5456345297971668,4.2,1.891788547181818,0.6123604802406006,0.9686389211644584,0.9573562237941651,979.942049282603,6.262874461748913,2.067765378381149,4.741773143809289,5.693102397176737,5.516986418023308,-0.1689967104728179,-0.1203113463939748,31.339095141221378,29.1826683,45.176842,0.00035081239519662937,0.0014496125577895408,0.0020170762526668137,0,3.089338074917116,86.11271455350023,75.15584477960599,99.30446273957325,322,True,310.0,638,True,626.0,,False,,99.01465554772878,0.28980719184447423
VAH01,13,13,12,3219.3821619069204,1448.0060728219105,1771.3760890850099,6.7688914571217875,4.805996210577211,1.9628952465445764,0.5502223718714337,4.2,1.8783783647747747,0.6080196855195817,0.9683200502684569,0.9498161628479606,979.9360492819978,6.263148975338313,2.0688241503899842,4.744391235729465,5.698140369591076,5.521310192138045,-0.1689502000981669,-0.12073836832348007,31.187203547945206,28.99147472,45.089863,0.0003689648167134908,0.0014293581871732222,0.002232941272446399,0,3.089338074917116,92.88160601062201,81.4189937549443,99.24650130120436,322,True,309.0,638,True,625.0,,False,,98.95669410935989,0.28980719184447423
VAH01,14,14,13,3230.568162470998,1447.5140727979888,1783.054089673009,6.770862112173797,4.804328109144942,1.9665340030288547,0.5519320441482919,4.2,1.8789747416216218,0.6082127290882636,0.9686388564256714,0.9453446105686293,979.9360492820124,6.2632439947173,2.0696464593028883,4.745479558628056,5.707705849083246,5.529179450668662,-0.1683937031514062,-0.12104377140092988,31.121012924402443,28.939287880000002,45.034515,0.0003297152563636215,0.0014674365184289572,0.0021325832881879973,0,3.089338074917116,99.65246812279581,87.6822377496616,99.18853986283547,322,True,308.0,638,True,624.0,,False,,98.89873267099098,0.28980719184448844
VAH01,15,15,14,3230.7641624789976,1446.4720727449894,1784.2920897340082,6.77044359234067,4.800376758689321,1.9700668336513492,0.5522817513132569,4.2,1.8798515394594597,0.608496543231156,0.9688302566498166,0.9463858099656934,979.9400492819841,6.263587113651142,2.0707795780132034,4.747667955366928,5.71433833782456,5.534842540811513,-0.16814500145148156,-0.12135461954891633,31.014782715973002,28.76359168,44.821022,0.0003286316208554112,0.001467308472083101,0.002237777629094105,0,3.089338074917116,106.42291171513648,93.94582486331274,99.13057842446656,322,True,307.0,638,True,623.0,,False,,98.84077123262209,0.28980719184447423
VAH01,16,16,15,3242.924163091011,1446.816072761998,1796.108090329013,6.77675408516412,4.801553746525701,1.9752003386384185,0.5538544844098491,4.2,1.8808952059459458,0.608834371743665,0.9688940243551382,0.9426096741092803,979.9440492830036,6.263575171462646,2.071425221987526,4.750056084041484,5.720396917217981,5.5402251177897375,-0.1682037683539203,-0.12167033335616828,30.947738041219644,28.64688298,44.80521,0.00035346395741822477,0.0014687040227398473,0.0021440977006741218,0,3.089338074917116,113.1996658003006,100.20940003477538,99.07261698609767,322,True,306.0,638,True,622.0,,False,,98.7828097942532,0.28980719184447423
VAH01,17,17,16,3246.9681632940046,1446.2780727350037,1800.690090559001,6.777245119155893,4.799349963087344,1.977895156068549,0.5545758381357905,4.2,1.865476781964286,0.6038435214036374,0.9683838179737785,0.9414938828676052,979.938049281991,6.263364058705813,2.071843808693831,4.749958779940777,5.7252435865163545,5.544293821083189,-0.16783825962356247,-0.12192711406711672,30.92941506317587,28.55025806,44.821022,0.00036012950330577265,0.001482794057128812,0.0021651367701699094,0,3.089338074917116,119.97691091945649,106.4727640934812,99.01465554772878,322,True,305.0,638,True,621.0,,False,,98.7248483558843,0.28980719184447423
VAH01,18,18,17,3260.6321685840085,1445.7380727090058,1814.8940958750027,6.779635918135797,4.797293571874199,1.9823423462615974,0.5566080447102855,4.2,1.86626135125,0.6040974817235145,0.9684476180484936,0.9362257480322788,979.9401022170496,6.263674475949887,2.072324216430544,4.751018592218247,5.727220385381322,5.545773167107861,-0.167734821911847,-0.12211704136140054,30.838169369614512,28.5388719,45.058235,0.00036133338941926976,0.0014905455843110319,0.0023046593493828297,0,3.089338074917116,126.75654683759228,112.73643856943109,98.95669410935989,322,True,304.0,638,True,620.0,,False,,98.6668869175154,0.28980719184448844
VAH01,19,19,18,3251.848339193006,1445.910150820011,1805.9381883729948,6.778089404781228,4.798351807800561,1.9797375969806668,0.5553574459813723,4.2,1.86599747375,0.604012066177012,0.9688301595416359,0.9396323479918931,979.9421022160386,6.26307330459688,2.072809944832815,4.75251390487221,5.729198155328098,5.547546686181247,-0.16768398969434364,-0.12227479260620602,30.81376265454545,28.39338132,44.860558,0.00035663444733573864,0.0015066749047019546,0.00214240617208245,0,3.089338074917116,133.53463624237352,118.99951187402797,98.89873267099098,322,True,303.0,638,True,619.0,,False,,98.6089254791465,0.28980719184447423
VAH01,20,20,19,3210.308334861009,1447.3661509719968,1762.942183889012,6.775762446020384,4.801930232959575,1.9738322130608088,0.549150424196042,4.2,1.8976238203636362,0.6142493227823723,0.9687026888697798,0.9596776332683539,979.9421022160386,6.262721075856837,2.0733197361417366,4.752978759177706,5.736659300544657,5.553477341731301,-0.167328158246336,-0.12252671232148828,30.805639771949828,28.33439406,44.85265,0.0003463300550673914,0.0015111023729137338,0.002138533094444317,0,3.089338074917116,140.31039868839392,125.2622329498848,98.84077123262209,322,True,302.0,638,True,618.0,,False,,98.55096404077761,0.28980719184447423
VAH01,21,21,20,3277.694341890019,1449.1401511570148,1828.5541907330044,6.788923408903386,4.807801868248945,1.9811215406544413,0.55787819119174,4.2,1.8655453823214285,0.6038657269232274,0.9688939596163509,0.928659476601618,979.9441022160463,6.262887668430978,2.0737184659538714,4.754600793748341,5.73819004916631,5.555046286237359,-0.16734250679497334,-0.1226269100217015,30.761223722126932,28.33249654,44.900093,0.0003553232377405272,0.0015152794395515564,0.002120468594333171,0,3.089338074917116,147.09932209729732,131.52512061831578,98.7828097942532,322,True,301.0,638,True,617.0,,False,,98.49300260240872,0.28980719184447423
VAH01,22,22,21,3273.4343414459727,1446.89215092198,1826.5421905239928,6.782114837204164,4.800826413648991,1.9812884235551722,0.5579895608100559,4.2,1.8657793465178572,0.6039414597147689,0.9690853598404965,0.9297607408142923,979.9441022170649,6.262865806253709,2.0739077172849503,4.754542899384299,5.739784565493284,5.556283638675747,-0.16714764001274127,-0.12274094027909196,30.780666650313748,28.34736176,44.99498,0.00035607503716588676,0.001513495783383244,0.002059608260487059,0,3.089338074917116,153.8814369345015,137.78798642456948,98.7248483558843,322,True,300.0,638,True,616.0,,False,,98.43504116403983,0.28980719184447423
VAH01,23,23,22,3159.666329579981,1447.8901510269789,1711.776178553002,6.768943464590557,4.802880630016979,1.966062834573578,0.5417585276419207,4.2,1.9136833266055044,0.6194476875622771,0.9685750887203496,0.9844725826090833,979.9421022159804,6.26310623605715,2.074704456517335,4.755301442049431,5.744630911097723,5.560262743487812,-0.1670665187228047,-0.1229001127455035,30.812221573136025,28.39116704,44.979164,0.0003433180867703512,0.0015346730770981942,0.002104008042461557,0,3.089338074917116,160.65038039909206,144.05109266062664,98.6668869175154,322,True,299.0,638,True,615.0,,False,,98.37707972567092,0.28980719184447423
VAH01,24,24,23,3261.742340226978,1454.6721517349943,1807.0701884919836,6.800791104789887,4.824799867094111,1.9759912376957764,0.5540199071537433,4.2,1.8647538079464285,0.60360949909843,0.9685750887203496,0.9372667348251823,979.9441022159881,6.263685421023249,2.073881507823203,4.75337901524739,5.740421918852564,5.556551139344161,-0.16765432180122203,-0.12304123676595553,30.90646146430579,28.4204234,45.137306,0.0003540723338160189,0.001518952634862772,0.002100120323678168,0,3.089338074917116,167.45117150388194,150.31477808164988,98.6089254791465,322,True,298.0,638,True,614.0,,False,,98.31911828730203,0.28980719184447423
VAH01,25,25,24,3181.4283318490197,1453.0861515690049,1728.3421802800149,6.776847445036254,4.820261229582826,1.9565862154534284,0.5432598191754697,4.2,1.910614191642202,0.6184542271869878,0.9685751534591368,0.9703367296679485,979.9401022139937,6.263679188891647,2.0738430987552228,4.752106953449015,5.739783918105414,5.556308627847579,-0.16788645460723345,-0.12314242254086791,30.974969110045144,28.606715100000002,45.034515,0.00034969048247759563,0.0014881027789046557,0.002326078822226474,0,3.089338074917116,174.2280189489182,156.57845727054152,98.55096404077761,322,True,297.0,638,True,613.0,,False,,98.26115684893314,0.28980719184447423
VAH01,26,26,25,3270.1163410989975,1454.5441517209983,1815.5721893779992,6.793099740447378,4.824533024021462,1.9685667164259155,0.5552010998996552,4.2,1.8625461778571428,0.6028949026263863,0.9683838179737785,0.9293725193993594,979.9401022160018,6.263735846521187,2.0735684705307484,4.752144646755994,5.740676665979915,5.556806015949086,-0.16777305342010757,-0.12319883444699394,30.992265398652446,28.64182264,45.105679,0.0003573474940555646,0.00149170553182043,0.002108856226309135,0,3.089338074917116,181.02111868936558,162.84219311706272,98.49300260240872,322,True,296.0,638,True,612.0,,False,,98.20319541056425,0.28980719184447423
VAH01,27,27,26,3253.6143393790408,1452.9221515520185,1800.6921878270223,6.779809902041398,4.819366215404636,1.9604436866367618,0.5534436475869136,4.2,1.8608381138392858,0.602342012662117,0.9682562825631355,0.9331857572277812,979.9401022159727,6.263948974292396,2.073691347350124,4.751177990185897,5.744567143392402,5.559790862468432,-0.16781369289171205,-0.12327440118459383,31.033557344575605,28.703023320000003,45.192657,0.0003752109543566255,0.0014986634904861262,0.002291392460147319,0,3.089338074917116,187.80092859140697,169.1061420913551,98.43504116403983,322,True,295.0,638,True,611.0,,False,,98.14523397219534,0.28980719184448844
VAH01,28,28,27,3192.5823330109997,1453.7061516329995,1738.8761813780002,6.7731674668924065,4.821980523265521,1.9511869436268858,0.5446613430758496,4.2,1.9087994557798167,0.6178668081935408,0.9685751534591368,0.9617970328139357,979.9461022169853,6.263721116990858,2.07409208814788,4.752355286325483,5.745141376434232,5.560428798476797,-0.16752805144768546,-0.12347096559004253,31.064053687044307,28.73212118,45.248005,0.00034828694830248234,0.001510311112508606,0.0020627060159773927,0,3.089338074917116,194.57409605829938,175.36986320834598,98.37707972567092,322,True,294.0,638,True,610.0,,False,,98.08727253382645,0.28980719184447423
VAH01,29,29,28,3259.4323399859713,1455.504151820991,1803.9281881649804,6.79010397142432,4.827890792156222,1.9622131792680977,0.5534485763164344,4.2,1.8613200782321428,0.6024980216132805,0.9684476180484936,0.932352530347736,979.9421022159804,6.263161302096298,2.0742889862624816,4.752829404240322,5.745843144886704,5.560939199074517,-0.16790966469572055,-0.12368675200239375,31.026785347972968,28.62126398,45.066143,0.0003561632182471749,0.0014925228342820055,0.002102810483540003,0,3.089338074917116,201.3642000297237,181.63302451044228,98.31911828730203,322,True,293.0,638,True,609.0,,False,,98.02931109545756,0.28980719184447423
VAH01,30,30,29,3267.6363408409816,1453.1041515699762,1814.5321892710053,6.783621667006394,4.819668181052462,1.963953485953932,0.5553042015697514,4.2,1.8614062925,0.6025259286489517,0.9683838179737785,0.9277260068461693,979.9401022139937,6.263167539950885,2.0743249911044574,4.752723667060766,5.750625722785823,5.56452294411359,-0.16764654564653833,-0.12371381507288338,31.03775583959619,28.53760682,45.421963,0.0003405412172206192,0.0015436526855343526,0.0022870262309121012,0,3.089338074917116,208.1478216967301,187.89619205039315,98.26115684893314,322,True,292.0,638,True,608.0,,False,,97.97134965708867,0.28980719184447423
VAH01,31,31,30,3272.596341358003,1452.7021515289962,1819.8941898290068,6.784591495031119,4.818377458451937,1.966214036579182,0.5561010280521856,4.2,1.861872454642857,0.6026768225076206,0.9685751534591368,0.9260573095330447,979.94210221502,6.263067007392854,2.0744187341853872,4.753055938885704,5.752092380008217,5.565900261809747,-0.16786720840434347,-0.123891293956212,31.09822537345332,28.565756320000002,45.366611,0.000355607716407209,0.0015099600272063755,0.0021058444731124996,0,3.089338074917116,214.9324131917612,194.15925905778602,98.20319541056425,322,True,291.0,638,True,607.0,,False,,97.91338821871976,0.28980719184448844
VAH01,32,32,31,3272.2103413180157,1453.2401515849924,1818.9701897330233,6.783773119078155,4.819448063109787,1.9643250559683683,0.5558842494826781,4.2,1.8612796475892857,0.6024849344593736,0.9684476180484936,0.9256375944661048,979.9421022159804,6.263240843902485,2.074809809739072,4.753730610748459,5.75604630143209,5.56897425363897,-0.16734763870000524,-0.12394440555955398,31.082171605499443,28.62316148,45.327076,0.0003664346863059356,0.001514514644498406,0.0022751686057515476,0,3.089338074917116,221.71618631083936,200.4224999016885,98.14523397219534,322,True,290.0,638,True,606.0,,False,,97.85542678035087,0.28980719184447423
VAH01,33,33,32,3278.840342010022,1452.5861515169963,1826.2541904930258,6.7865630575516285,4.8183516633776335,1.968211394173995,0.5569817374436354,4.2,1.8623614627678573,0.602835111472163,0.9687026888697798,0.9237697285764923,979.9441022149986,6.263518023773216,2.0753429635507796,4.755016991744355,5.756110069137412,5.569509902363671,-0.16747236523518041,-0.12406860985718464,30.99685758628443,28.55294656,45.28754,0.00033744568886418414,0.001525725680605506,0.002157128126179083,0,3.089338074917116,228.502749368391,206.68601792546173,98.08727253382645,322,True,289.0,638,True,605.0,,False,,97.79746534198198,0.28980719184447423
VAH01,34,34,33,3287.4423429070157,1453.6001516230172,1833.8421912839985,6.78761361975754,4.821125791610705,1.9664878281468348,0.5578325032044124,4.2,1.8460230469026548,0.5975464653385925,0.9685751534591368,0.9191417906980606,979.9461022159958,6.263672419207127,2.0756341269374032,4.7560960723292585,5.762615022468083,5.574713865028208,-0.16749732518642674,-0.12417703754483957,31.005885113165263,28.525746100000003,45.414055,0.00038391045012133105,0.0014976123542378911,0.002185473263387608,0,3.089338074917116,235.29036298814853,212.94969034466885,98.02931109545756,322,True,288.0,638,True,604.0,,False,,97.73950390361308,0.28980719184447423
VAH01,35,35,34,3288.722343040019,1452.8041515390214,1835.9181915009976,6.78703382662894,4.818474678487288,1.9685591481416516,0.5582466380557737,4.2,1.8464868065486726,0.5976965815236042,0.9686388564256714,0.9190694991225742,979.9401022159727,6.263304679346885,2.075753696151381,4.756346994757211,5.762168648530831,5.574407780042664,-0.16717582967874645,-0.12423771838243816,30.9989129568869,28.40951172,45.342892,0.000357962173442939,0.0015212170157081245,0.002143220859279398,0,3.089338074917116,242.07739681477747,219.21299502401573,97.97134965708867,322,True,287.0,638,True,603.0,,False,,97.68154246524418,0.28980719184448844
VAH01,36,36,35,3272.1883413160103,1453.6601516290102,1818.5281896870001,6.785702862642672,4.820432694976476,1.965270167666196,0.5557529090625705,4.2,1.8615733836607142,0.6025800150443743,0.9685751534591368,0.9263080419231552,979.9401022160018,6.263403700729167,2.076162090318499,4.756456049799607,5.765739316334902,5.577379031416712,-0.16724727467993813,-0.12434462409057052,31.001507876265467,28.531755360000002,45.319172,0.00035755963341684553,0.0015793703656005074,0.0022540168355351334,0,3.089338074917116,248.86309967742014,225.47639872474488,97.91338821871976,322,True,286.0,638,True,602.0,,False,,97.62358102687529,0.28980719184447423
VAH01,37,37,36,3188.04833253799,1454.8581517529965,1733.1901807849936,6.7758917962110505,4.824254240013528,1.9516375561975223,0.5436524167766331,4.2,1.9091121689908257,0.6179680315635397,0.9683200502684569,0.9651752067212793,979.9401022160018,6.263346583333886,2.077121738913156,4.758156145718301,5.769438490631425,5.580516985167619,-0.1670150182952968,-0.12445253099489245,30.973014634929573,28.59374722,45.437775,0.00036287677041382544,0.0015476241244076212,0.002179831129023883,0,3.089338074917116,255.6389914736312,231.73974530807877,97.85542678035087,322,True,285.0,638,True,601.0,,False,,97.5656195885064,0.28980719184447423
VAH01,38,38,37,3248.8743388830044,1458.30215211201,1790.5721867709944,6.795966897021943,4.834813466954712,1.9611534300672315,0.5511361782575472,4.2,1.877210431981982,0.6076416327573166,0.9683199855296697,0.9387997126073597,979.9401022160309,6.263111816475347,2.077250447393256,4.759845261597967,5.772500311568669,5.583221577477486,-0.16649809465923007,-0.12455506366151689,30.87133511837655,28.5665468,45.358707,0.0003654775007231813,0.0015412641035685167,0.0023038559809026153,0,3.089338074917116,262.43495837065313,238.0028571245541,97.79746534198198,322,True,284.0,638,True,600.0,,False,,97.5076581501375,0.28980719184447423
VAH01,39,39,38,3064.916319696,1456.246151897998,1608.6701677980018,6.762560449629451,4.828172744250238,1.9343877053792133,0.5248659343357084,4.2,1.9772782897142855,0.6400329914579951,0.9683838179737785,1.0306939469638703,979.9401022159727,6.2632775237743665,2.0788635209651374,4.761441277138959,5.784807802389664,5.593258873250248,-0.16592155975438602,-0.12452504857471393,30.982799476704546,28.514201760000002,45.327076,0.00034398812040486066,0.0015489379042572808,0.0021236267449355286,0,3.089338074917116,269.1975188202826,244.2661346483285,97.73950390361308,322,True,283.0,638,True,599.0,,False,,97.4496967117686,0.28980719184448844
VAH01,40,40,39,3306.120344853989,1465.5061528639926,1840.6141919899965,6.82886297573312,4.857521444267748,1.9713415314653715,0.5567293383179266,4.2,1.8468233288938054,0.5978055117659318,0.968447520940313,0.9180203651791615,979.946102216054,6.263379402518934,2.0777351370442347,4.7607842551139585,5.778940849806145,5.5885142970191755,-0.16660777343311867,-0.12462967139394322,30.94237366553288,28.522899499999998,45.540569,0.00040163237945405755,0.0015534345650927111,0.002167097279229606,0,3.089338074917116,276.0263817960157,250.5295140508474,97.68154246524418,322,True,282.0,638,True,598.0,,False,,97.3917352733997,0.28980719184447423
VAH01,41,41,40,3305.4543447849865,1454.0601516699826,1851.3941931150039,6.795920785335851,4.821460978558131,1.9744598067777208,0.560102787695721,4.2,1.8474736413274335,0.5980160139569701,0.9684476180484936,0.9141187362415273,979.9461022170144,6.263268509450237,2.0781074011725975,4.761691364777289,5.779068385216788,5.588718353676204,-0.16651750153206937,-0.12475622085808619,30.898754552766682,28.49000586,45.303356,0.00036654533303970207,0.0015399887891525356,0.0021088937608248984,0,3.089338074917116,282.82230258135155,256.79278256029767,97.62358102687529,322,True,281.0,638,True,597.0,,False,,97.33377383503081,0.28980719184447423
VAH01,42,42,41,3313.814345658,1452.6161515199929,1861.1981941380072,6.794932327732236,4.8165361127210184,1.978396215011218,0.5616483001157515,4.2,1.8327917520175439,0.593263575423585,0.9685751534591368,0.9111163924595925,979.9421022160095,6.263282460814418,2.0785884576143494,4.76205635098538,5.784170449030385,5.592952982481067,-0.16630254844487588,-0.12493589878767568,30.880676168091167,28.39164142,45.342892,0.00038332454139308265,0.0015443364703041345,0.0022475892619327996,0,3.089338074917116,289.6172349090838,263.0560650211121,97.5656195885064,322,True,280.0,638,True,596.0,,False,,97.27581239666192,0.28980719184447423
VAH01,43,43,42,3308.322345083987,1452.9521515539964,1855.3701935299905,6.794496581676561,4.816503747506953,1.9779928341696076,0.5608190496572936,4.2,1.8480193727433627,0.598192663906796,0.9690215921351748,0.9137919942879742,979.9441022150568,6.2636301600377084,2.0790678843246404,4.763298236842519,5.788379764969478,5.596575570792414,-0.16650878006663375,-0.12511536312921118,30.86410499319728,28.38025518,45.263821,0.0003667137975883454,0.0015492809460652876,0.002266380942570289,0,3.089338074917116,296.41173149076036,269.3196951811498,97.5076581501375,322,True,279.0,638,True,595.0,,False,,97.21785095829301,0.28980719184448844
