cell_id,mission_id,chg_total_dur_s,chg_cc_dur_s,chg_cv_dur_s,chg_energy_Wh,chg_cv_energy_Wh,chg_mean_C_rate_med,chg_max_C_rate_p90,dis_total_dur_s,dis_flight_Wh_abs,dis_mean_C_rate_med,dis_max_C_rate_p90,dis_vi_R_ohm_med,dis_vi_R_ohm_p90,dis_dSOC_sum,dis_dSOC_baseline_sum,temp_mean_C_med,temp_max_C_max,temp_th_gain_med,temp_th_gain_max,SOH_end_pct,RUL_med,chg_cv_fraction,cv_setpoint_V,chg_cv_mean_I_A_proxy,chg_cum_Wh,dis_cum_Wh
VAH01,11.0,5640074.570624399,5630027.196119115,10047.374505284257,17276.320721164273,8.62145178274924,0.6933246878565622,1.0341363751460293,4039.9922031736496,26.723275630340645,5.2457898829439795,6.6059296620843915,-0.11308200274816602,-0.06190187668708126,-5.302259413127757,265.7821498135231,30.40763008926342,63.149689,0.0004880151560228489,0.002869325777969373,93.64301263749849,239.0,0.0017814258268170266,4.2,0.7354971997807492,164685.9609493238,376.622931809163
VAH01,12.0,5641998.384721162,5632136.786225211,9861.598495950922,17278.000029928153,8.60548813585014,0.6852714144138765,1.0344360243388147,4039.9922031648166,26.716848650981433,5.248818778060196,6.629914802023657,-0.11343431701121906,-0.06175887587186519,-5.082832789102994,265.85988387236273,30.341826272784022,63.252483,0.0005027300932060198,0.002876499478771812,93.64301263749849,238.0,0.001747891052690952,4.2,0.7479652199286067,181963.96097925195,403.3397804601444
VAH01,13.0,5643949.824819301,5634179.7743279375,9770.05049136364,17277.39517815188,8.599008603971559,0.6836809050425968,1.0340070019950567,4039.9922031741444,26.717520619790303,5.255119264856781,6.6652262714879935,-0.11369971284720919,-0.06186379279989737,-5.150239939203601,266.08341182506217,30.14545208739076,63.189224,0.000498716909805249,0.0028426710904907145,93.64301263749849,237.0,0.0017310661495252469,4.2,0.7544053953374662,199241.35615740385,430.0573010799347
VAH01,14.0,5645812.314912964,5636309.024435032,9503.29047793067,17270.12749666218,8.563393686723504,0.6838399865799922,1.034013801284018,4039.9922031846363,26.72337619456339,5.255295342763638,6.6886941884443845,-0.11395896305072148,-0.0619737146159614,-5.155625253556963,266.261903596361,29.856625570452803,63.497601,0.0004863310147097126,0.0028995486299651222,93.64301263749849,236.0,0.0016832459082687689,4.2,0.77236950175552,216511.48365406602,456.7806772744981
VAH01,15.0,5647690.375007415,5637699.764504962,9990.610502452866,17264.79508273916,8.629421585370292,0.684144873690854,1.0341704545511499,4039.9922031846218,26.716816067781174,5.255989290416336,6.6758226885285135,-0.11423997540869377,-0.062143840055985056,-5.191022985322618,266.2547558762523,29.730991292362916,63.719002,0.0005250089688243599,0.002922048970267591,93.64301263749849,235.0,0.001768972772775234,4.2,0.7403598680339436,233776.27873680516,483.49749334227926
VAH01,16.0,5649553.379101101,5639268.862583873,10284.516517228025,17276.454663640856,8.676756954788434,0.6844274876052933,1.0341432159151471,4039.9922031749156,26.723459192631132,5.255667051811632,6.677647953675056,-0.11445568196363509,-0.06240888951849856,-5.155434862181096,266.3578904445294,29.573931851068515,63.766449,0.0005008732917526084,0.00291576968207279,93.64301263749849,234.0,0.0018204123099841197,4.2,0.7231472898607452,251052.733400446,510.2209525349104
VAH01,17.0,5651412.479194607,5641144.910678229,10267.5685163772,17284.685895667266,8.6806779259236,0.6821456203806591,1.0341227661980672,4039.9922031946335,26.723018710146878,5.256442243060517,6.68514666720623,-0.11472723096038934,-0.06258116205430624,-5.162711520405637,266.4788015595769,29.499623706102664,64.027374,0.0005049334739231426,0.0029541409771667525,93.64301263749849,233.0,0.0018168145670089985,4.2,0.7246682666392777,268337.4192961133,536.9439712450572
VAH01,18.0,5653195.513226463,5642916.63246767,10278.88075879273,17290.374586595262,8.68717374509552,0.6823796908111703,1.0340478219255838,4039.992366841965,26.72358057910776,5.258089367612506,6.680617379800892,-0.11495082632104787,-0.06262709402466547,-5.153002445250635,266.53587773291883,29.488889163398692,64.209244,0.0004933603390330465,0.002991728722481313,93.64301263749849,232.0,0.0018182425735575234,4.2,0.724412423794101,285627.79388270853,563.667551824165
VAH01,19.0,5655024.411590084,5644737.076650711,10287.334939373133,17293.783207935172,8.69054654497296,0.6822364272179167,1.0343133778865299,4039.9923668518895,26.723798129938558,5.259425214367672,6.689395963556215,-0.11513204007225619,-0.06258849394192054,-5.180771594485833,266.6055432114836,29.42351998149372,64.090637,0.0005101323812688463,0.0029471188118345296,93.64301263749849,231.0,0.0018191495191937702,4.2,0.7240981206105281,302921.57709064375,590.3913499541036
VAH01,20.0,5656864.691702391,5646584.504766033,10280.18693635799,17294.3338253382,8.685440937437006,0.6871286602648671,1.0341772054465954,4039.9924047511304,26.723827686289784,5.263223902702926,6.6893613967592565,-0.11545542806360326,-0.06263872218390894,-5.210736371461039,266.72219560376317,29.459024097121244,64.549248,0.000520762365655115,0.0030160038544119008,93.64301263749849,230.0,0.0018172941190262488,4.2,0.7241759032932281,320215.9109159819,617.1151776403934
VAH01,21.0,5658774.863837982,5648348.898750469,10425.96508751178,17301.788796148077,8.70822859761196,0.6821453238970705,1.034286198014082,4039.9924214010825,26.72365027128246,5.264609505936571,6.694919115507675,-0.11560797993181374,-0.06263728290173175,-5.105606255387684,266.76731668764563,29.430464343137256,64.652039,0.0005280476639104715,0.0030181417722706426,93.64301263749849,229.0,0.0018424421077675678,4.2,0.7159237421340365,337517.69971213,643.8388279116758
VAH01,22.0,5660577.042025958,5650181.936941666,10395.105084292998,17306.26655118259,8.707554790649162,0.6821932423392671,1.0343952078649672,4039.9924214008497,26.723658993019836,5.2651473372496085,6.696532693589648,-0.11574838533129048,-0.06273633862037227,-5.169547314276798,266.8299675982657,29.494005411764704,64.565056,0.0005076708560115369,0.003008667299392903,93.64301263749849,228.0,0.001836403781295859,4.2,0.717993549027467,354823.9662633126,670.5624869046957
VAH01,23.0,5662385.1042145565,5652579.721191774,9805.383022782626,17308.676886815923,8.62630659697759,0.6896230552276925,1.034327021401289,4039.9924214008497,26.72357466529558,5.2674434961176075,6.71480463332778,-0.11594360816422328,-0.06270266677442653,-5.302644983344479,267.00675668262994,29.490896560108688,64.873444,0.000517478234020183,0.0030498590968267444,93.64301263749849,227.0,0.0017316701076167363,4.2,0.7540732540425885,372132.64315012854,697.2860615699913
VAH01,24.0,5664413.546426144,5654232.119364143,10181.427062001458,17304.082021061695,8.685216123937959,0.681863917728877,1.0340887075330252,4039.9924214008497,26.724144385136206,5.268548768692279,6.709226623869549,-0.1160119351944186,-0.062261702646476465,-4.999645138213282,266.82399700414305,29.608753175453757,64.644127,0.0005082579390234846,0.0030198284865484387,93.64301263749849,226.0,0.0017974371006907216,4.2,0.7311814854677124,389436.7251711902,724.0102059551275
VAH01,25.0,5666375.594630792,5656335.793583574,10039.801047218702,17319.22959753975,8.651677854854789,0.688542440254447,1.0340410606600987,4039.9924214008497,26.724616469172492,5.26961651986797,6.720661354869882,-0.1161017745236566,-0.06155191654955565,-5.205242660825704,266.6640581085316,29.590749766601846,64.169708,0.0005235464101475118,0.002901699283322874,93.64301263749849,225.0,0.0017718206072911886,4.2,0.7386325526484587,406755.95476873,750.7348224243
VAH01,26.0,5668495.032851884,5658591.463818846,9903.569033038075,17325.168002885315,8.62281201673269,0.6812151288510904,1.0341227661980672,4039.9924214010825,26.72454948580758,5.269392857025416,6.733722868468626,-0.11617017470233842,-0.061409859693382814,-5.055478311265276,266.63540307483055,29.585034706508694,64.161797,0.0005065532650247557,0.0028989623448497713,93.64301263749849,224.0,0.00174712493803765,4.2,0.7462947654498976,424081.1227716153,777.4593719101075
VAH01,27.0,5670563.845067667,5660805.744049821,9758.10101784594,17329.41405201355,8.588744116405628,0.6806705567082868,1.0341976931871522,4039.992421401781,26.725431150012426,5.267600305056612,6.740880926215786,-0.11616605772926297,-0.06114051120563806,-5.177185791089045,266.5267288965591,29.57923017619802,63.711094,0.0004920823326793571,0.002829095694866384,93.64301263749849,223.0,0.0017208343446011402,4.2,0.7544275938260278,441410.5368236288,804.18480306012
VAH01,28.0,5672761.581296927,5663050.996284019,9710.585012907657,17333.553192325646,8.574939203846782,0.6879622989562895,1.0340410606600987,4039.9924214008497,26.723730749892823,5.266441410232797,6.738470306929564,-0.11630803583182715,-0.061116440496518064,-5.240194772687104,266.5053969646772,29.574983315651107,63.916683,0.0004984225357446324,0.0028553809646336362,93.64301263749849,222.0,0.0017117914923347772,4.2,0.7569006274330241,458744.09001595445,830.9085338100127
VAH01,29.0,5674861.727515981,5665243.0485126665,9618.679003314144,17337.77382352066,8.548829926307679,0.6807624214963196,1.034143205545108,4039.9924214008497,26.723783925474617,5.26303909971201,6.74335988405959,-0.11626619273777138,-0.06119563546022842,-5.100829575194723,266.5083890026568,29.575288405238645,64.04319,0.0005010922712845882,0.0028461457487367384,93.64301263749849,221.0,0.0016949627083732426,4.2,0.7618061176320563,476081.86383947515,857.6323177354874
VAH01,30.0,5677144.535754081,5667339.154731301,9805.38102278026,17337.797154709173,8.573799332543462,0.680818616548897,1.0340273825785429,4039.9924214008497,26.72417239363961,5.261107526301801,6.746261351862608,-0.11629886992803623,-0.06125852894387038,-5.157450440794221,266.46229847397314,29.589796793959472,64.098549,0.0005009351027071723,0.002862231853466276,93.64301263749849,220.0,0.0017271677620724582,4.2,0.7494834560117956,493419.6609941843,884.356490129127
VAH01,31.0,5679401.247989483,5669654.900972864,9746.347016618878,17352.406544620193,8.574039415779328,0.6809697554047773,1.0342794229218786,4039.9924214010825,26.725055266568052,5.263005113576598,6.75574136506179,-0.11650285684996535,-0.06138933972035475,-5.151511488395343,266.5980279023692,29.60798368073562,64.035286,0.00046941724652025226,0.0028592122585545296,93.64301263749849,219.0,0.0017160870646477217,4.2,0.7540442208311686,510772.0675388045,911.081545395695
VAH01,32.0,5681598.85221871,5671801.341196758,9797.511021951941,17360.086626804383,8.582466649666179,0.6808159393926476,1.034143205545108,4039.9924214008497,26.718500298061013,5.2593549929809145,6.752131277921146,-0.11659594290091294,-0.06153136359117045,-5.16674439901476,266.6456651409239,29.64579872065579,64.343666,0.00048518229480797433,0.0029023393537044905,93.64301263749849,218.0,0.001724428506269135,4.2,0.750843757046629,528132.1541656089,937.800045693756
VAH01,33.0,5683699.572437831,5673967.801422729,9731.771015101664,17363.796523846904,8.57279134736428,0.6810726616291389,1.034129586227107,4039.9924214110943,26.724081299198616,5.265495233615255,6.756388075266068,-0.11672434246930907,-0.06165673884530141,-5.160168421467319,266.7600285007043,29.543981512244308,64.52552,0.0004877066229161236,0.002913982981121023,93.64301263749849,217.0,0.001712224738670969,4.2,0.7550636834515181,545495.9506894558,964.5241269929547
VAH01,34.0,5685691.2686455725,5676054.125640349,9637.143005223625,17365.118765214178,8.559567538151876,0.6784944726136048,1.0341363958861074,4039.9924214008497,26.72468987931007,5.267130278739402,6.757014909562096,-0.11687209006707595,-0.06147699168869652,-5.15725916638408,266.8236017209476,29.503524503253146,64.920883,0.00047946537551036325,0.002959725922134446,93.64301263749849,216.0,0.0016949817620891246,4.2,0.7613015778205218,562861.06945467,991.2488168722648
VAH01,35.0,5687742.90485958,5678197.4058639,9545.498995679925,17366.750451295127,8.558789943535178,0.6786756335568862,1.0342044717360357,4039.9924214110943,26.723816147091323,5.268350260269588,6.762796413754016,-0.117004059677915,-0.06168335205259028,-5.166329992257076,266.8765313203444,29.50757552638529,64.699486,0.00047368997978957175,0.0029235932343436646,93.64301263749849,215.0,0.001678257817793469,4.2,0.7685408242363703,580227.8199059651,1017.9726330193561
VAH01,36.0,5690540.013151344,5680066.642058888,10473.37109245584,17375.555553869646,8.69055720371914,0.680943455875211,1.0342793503316048,4039.9924214008497,26.72307641325728,5.269341459129443,6.7675705377822055,-0.11711851104781665,-0.06173641087487306,-5.187140881549084,266.79388022949774,29.47960351631374,64.145981,0.00048475321173248277,0.0029099286924367013,93.64301263749849,214.0,0.0018404880851818893,4.2,0.7112369996251682,597603.3754598347,1044.6957094326133
VAH01,37.0,5693153.415423943,5682984.612363248,10168.803060695325,17397.404767034972,8.637813123484808,0.6881293606021379,1.0341363958861074,4039.9924214110943,26.723384740589395,5.270462806022744,6.770730357825682,-0.1172856192437707,-0.06151309604372878,-5.293868719047495,266.8554989332808,29.529967807669657,64.138077,0.00048057540951683484,0.0029051682294983982,93.64301263749849,213.0,0.0017861459754704503,4.2,0.7280935402070392,615000.7802268697,1071.4190941732027
VAH01,38.0,5695522.909671101,5684883.14856129,10639.761109810992,17394.68419582822,8.70915519484455,0.6832345309884358,1.0339116460289695,4039.9924214008497,26.72240015790132,5.271472596917347,6.742460905371117,-0.11743038806349965,-0.06166387432672175,-5.119098024648395,266.8223028716717,29.45589096828257,64.786461,0.000524597366779633,0.0029638459571827208,93.64301263749849,212.0,0.0018680920573147873,4.2,0.7016125728730976,632395.4644226979,1098.141494331104
VAH01,39.0,5698323.793963261,5687632.336848044,10691.457115216937,17417.75292451599,8.709588900516259,0.6991235753791025,1.0341227661980672,4039.992421401548,26.72278997170524,5.274014541630631,6.761134269322317,-0.11750508522920787,-0.06192283339832215,-5.451000513292314,266.97626244595523,29.52658986452031,64.454361,0.000520197402084716,0.0029270068826121164,93.64301263749849,211.0,0.0018762459807116164,4.2,0.6982548622023579,649813.2173472139,1124.8642843028092
VAH01,40.0,5701173.506260502,5689974.381092342,11199.125168160477,17425.972242489406,8.791346144217004,0.6788706700249247,1.0340477908154666,4039.992421400093,26.7230546020804,5.274014773844714,6.7501360824007595,-0.11751768969717877,-0.062203929182964725,-4.841527397256897,266.9957955573431,29.501522178238737,64.675766,0.0005264293794313746,0.002985030188042771,93.64301263749849,210.0,0.001964354383507647,4.2,0.6728596599321465,667239.1895897033,1151.5873389048897
VAH01,41.0,5703410.702493854,5692565.171362579,10845.531131274882,17431.95675183074,8.745726170702675,0.6789909515598772,1.034143205545108,4039.9924214008497,26.72255224198911,5.272741706002346,6.750115618856962,-0.1175837134599555,-0.06264623353522962,-5.1506896945275145,267.1606574629733,29.46017895239124,65.506004,0.000524532467976447,0.003060864614613689,93.64301263749849,209.0,0.0019015869094842848,4.2,0.6911912959364639,684671.1463415341,1178.3098911468787
VAH01,42.0,5705963.1267600935,5694937.5376100475,11025.589150046697,17436.050676388746,8.776385482134518,0.6769539119931233,1.0340886798795874,4039.9924214120256,26.723366889686698,5.271850911811633,6.751178547863404,-0.11771042224677317,-0.06254977315703843,-5.174638755758636,267.1443137261994,29.445148638936907,65.268791,0.0005013297148534335,0.003051156282390233,93.64301263749849,208.0,0.0019322923939585888,4.2,0.6822869984695569,702107.1970179228,1205.0332580365655
VAH01,43.0,5708485.52702321,5697317.861858331,11167.665164879232,17444.84690522699,8.792985682654948,0.6792865617735836,1.0345654493399827,4039.9924214008497,26.724556627543727,5.269710630752179,6.750755623102628,-0.1176782755428998,-0.06268115987113114,-5.189654977037165,267.1578142595358,29.389124426558148,65.316238,0.0005159760766814869,0.003074035898662225,93.64301263749849,207.0,0.001956327140011653,4.2,0.6748809853781644,719552.0439231498,1231.7578146641092
VAH01,44.0,5710994.159284873,5699864.568123963,11129.591160910553,17447.43488716423,8.794504982094299,0.6772271939934303,1.034974056533458,4039.9924214008497,26.72531069070792,5.271130734832974,6.748480920462045,-0.11789692729862776,-0.06274715680667639,-5.151422089136645,267.22361423375946,29.351161643162392,65.37159,0.0005246787573810268,0.003088286826025342,93.64301263749849,206.0,0.001948801005656114,4.2,0.6773067418671178,736999.4788103141,1258.4831253548173
VAH01,45.0,5713451.463541203,5702410.100389494,11041.363151708967,17459.4592206737,8.770993779808615,0.6771944191144637,1.0339796907687804,4039.9924214008497,26.72585881060176,5.261198024854657,6.722105590213562,-0.11809232985725954,-0.062463561767512665,-5.191691528679684,266.97446529705076,29.922517637820512,65.529732,0.0005004350558938979,0.0030693988066345886,93.64301263749849,205.0,0.0019325206877430128,4.2,0.6808937053432355,754458.9380309877,1285.208984165419
VAH01,46.0,5716065.445813858,5705099.268670002,10966.17714385566,17478.83336051292,8.763182244315939,0.6776269772216943,1.0340818978740243,4039.992421401548,26.717600759256946,5.2639026407122795,6.739695734448505,-0.11829759537728798,-0.06230797473055668,-5.205271541193,267.1003754028521,29.754578062091504,65.347862,0.0005028344560419475,0.003043685094778336,93.64301263749849,204.0,0.0019184834827051717,4.2,0.6849514619381369,771937.7713915006,1311.9265849246758
VAH01,47.0,5718115.512027704,5707356.278905422,10759.233122282021,17477.2652286884,8.740647091996086,0.6776702845282827,1.0339933930470944,4039.9924214109196,26.72433655921073,5.258797120506078,6.698119309569997,-0.11837383391888526,-0.062278628319955384,-5.196726476262157,266.9546344741471,30.2871907232906,65.616707,0.0005059093492101736,0.003036153108034423,93.64301263749849,203.0,0.001881604717437176,4.2,0.6963305968522309,789415.0366201891,1338.6509214838866
VAH01,48.0,5720861.7143141385,5710087.171190281,10774.54312385741,17490.39674094839,8.730596510138772,0.6847047037056985,1.0340070019950567,4039.9924214018974,26.724007468640387,5.260830632866066,6.704412125822513,-0.11859475222165912,-0.06203635751008663,-5.283483389281926,266.9819740304971,30.55732420192308,65.316238,0.0004988272077260991,0.0030290481731624712,93.64301263749849,202.0,0.0018833776556595452,4.2,0.6945416015544865,806905.4333611374,1365.374928952527
VAH01,49.0,5723230.556561234,5712741.4214671245,10489.135094110214,17506.62969295495,8.692223441076429,0.6780886631866176,1.0340069536015408,4039.992421401548,26.723571499792868,5.263568856342566,6.724930838229287,-0.11867779849150112,-0.06242021530088585,-5.071816812839501,267.2116969874259,30.533848322649572,65.996246,0.000502008833992749,0.003083791737201506,93.64301263749849,201.0,0.0018327297826723483,4.2,0.7103042499082606,824412.0630540923,1392.09850045232
VAH01,50.0,5725909.344840643,5714866.709688811,11042.635151832714,17493.66992853249,8.779957882204156,0.6803167827755652,1.0342521116956025,4039.9924214008497,26.722685690508918,5.263006695866675,6.712448491313565,-0.11861523246832076,-0.06248215733656343,-5.167164296304804,267.16067670731434,29.619031811521655,66.067413,0.0005138270785967811,0.0031206890311297874,93.64301263749849,200.0,0.0019285382437608327,4.2,0.6815110778605599,841905.7329826249,1418.8211861428288
VAH01,51.0,5729709.839237067,5718005.246016184,11704.593220882874,15337.106464502604,9.532310893757916,0.679887161599463,1.0342997585685285,4039.9924214013154,26.725455186439294,5.260161471223947,6.606140830647006,-0.10982036617789664,-0.06271717734280385,0.0,266.01824559686486,29.59573949111111,62.872944,0.0004626132765424432,0.0027895554185439807,93.64301263749849,199.0,0.0020427898705672304,4.2,0.6980637464676743,857242.8394471275,1445.5466413292681
VAH01,52.0,5730747.439345298,5719693.494192272,11053.945153026492,17573.52958122848,8.795827233261326,0.6768186766511294,1.0339389641686052,4039.9924214008497,26.725862837353844,5.260574772871451,6.605609158743002,-0.11091763886502445,-0.06249457390408177,-5.230270519604247,266.12698225047376,30.344148549019604,63.046902,0.0004904961347361118,0.002829390472137082,93.64301263749849,198.0,0.0019288836700661395,4.2,0.682044318230434,874816.3690283559,1472.272504166622
VAH01,53.0,5733160.779597036,5722456.746480514,10704.03311652143,17580.06344614929,8.727931864971955,0.6771212047803151,1.03410228537087,4039.992421399802,26.72517814622134,5.267807868565091,6.647390599294265,-0.11194650204019936,-0.06278573499597016,-5.207862550905304,266.4862517742443,30.08605664705882,63.331554,0.0004989974423366737,0.00283649100893724,93.64301263749849,197.0,0.0018670387118070288,4.2,0.6989033361774044,892396.4324745053,1498.9976823128432
VAH01,54.0,5735743.3998664245,5724596.136703682,11147.263162742602,17567.046302259347,8.785254610900768,0.6772178617210243,1.0339796907687804,4039.992421401781,26.72410916145804,5.270362751569834,6.6587092204236145,-0.11296185078247031,-0.06279271243602362,-5.219025523519022,266.61360893849314,29.877474263888892,63.639931,0.0005169319532883494,0.0028809071069271124,93.64301263749849,196.0,0.0019434731273024178,4.2,0.675521706806306,909963.4787767646,1525.7217914743012
VAH01,55.0,5738196.624122308,5727400.976996242,10795.64712606545,17573.144451397646,8.743720064238854,0.6753526948109136,1.0339797633590542,4039.9924214008497,26.724171176164827,5.270638736869108,6.667344040870391,-0.11384421504665956,-0.06273298992390956,-5.1679884756597545,266.7651270229918,30.036727434640525,63.639931,0.000518306704477139,0.0028328925347955187,93.64301263749849,195.0,0.0018813658424813408,4.2,0.694225840322597,927536.6232281623,1552.445962650466
VAH01,56.0,5740319.590343762,5730033.575270851,10286.015072910639,17564.823335197292,8.662159860215827,0.6751909259678799,1.0339184626013296,4039.9924214008497,26.72365491149636,5.272262744622948,6.682932387326729,-0.11435128560798499,-0.06304530999403103,-5.204219513626967,267.00084890256255,30.16032224465812,64.52552,0.0005178963717855917,0.002936522902124784,93.64301263749849,194.0,0.0017918889202987137,4.2,0.7218255465294192,945101.4465633596,1579.1696175619625
VAH01,57.0,5742667.682588688,5732021.127478154,10646.55511053343,17553.122549095035,8.726780802393002,0.6841172054067435,1.0340750985850626,4039.992421421339,26.72399675999111,5.271213140762979,6.666084461356057,-0.11484493913599614,-0.06293802639965348,-5.35342128193426,266.9561699762032,30.15463669017094,64.63623,0.0004983855744472266,0.002948821888496276,93.64301263749849,193.0,0.0018539389181116887,4.2,0.7025838642606522,962654.5691124545,1605.8936143219537
VAH01,58.0,5745226.456855595,5734357.907721914,10868.549133681168,17565.141958787084,8.743100195341286,0.6749714817342919,1.0344155953618128,4039.9924214008497,26.723835168452364,5.268490940563492,6.673745949934105,-0.11525586926857528,-0.06291868271342961,-5.057114944719885,266.9767617210395,30.42331769123932,64.841812,0.0004996906639382106,0.0029802551066539867,93.64301263749849,192.0,0.0018917529561801826,4.2,0.6895203572754022,980219.7110712416,1632.617449490406
VAH01,59.0,5747361.711078307,5736755.057971954,10606.65310635214,17577.049806329564,8.702146830460896,0.679531955971602,1.0340682509025856,4039.9924214008497,26.72390509709692,5.273394068130607,6.688128917613738,-0.11560346269696384,-0.06311708298718166,-5.302464586177834,267.2435759852558,30.316833881410254,65.4981,0.0005225587242156258,0.0030234062012935072,93.64301263749849,191.0,0.0018454820906621072,4.2,0.7032362539575142,997796.7608775712,1659.3413545875028
VAH01,60.0,5749579.655309666,5738897.676195441,10681.979114225309,17573.86102974697,8.721262132108418,0.6751216417503039,1.0341227661980672,4039.9924214008497,26.716737568334167,5.275787605051564,6.6977104880623815,-0.11591234471315034,-0.06326047464634672,-5.098833739274582,267.32308675099716,30.18312232905983,65.806473,0.0005227324527825575,0.00305341826856292,93.64301263749849,190.0,0.0018578713148813641,4.2,0.6998110988489189,1015370.6219073182,1686.0580921558371
